State,Cancer Type,Mortality Rate
Missouri,Stomach / Both sexes combined,2.6
Missouri,Stomach / Female,1.7
Missouri,Stomach / Male,3.7
Missouri,Testis / Both sexes combined,0.3
Missouri,Testis / Female,n/a
Missouri,Testis / Male,0.3
Missouri,Thyroid / Both sexes combined,0.5
Missouri,Thyroid / Female,0.5
Missouri,Thyroid / Male,0.5
Missouri,Urinary bladder / Both sexes combined,4.2
Missouri,Urinary bladder / Female,2.2
Missouri,Urinary bladder / Male,7.2
Missouri,Uterine corpus / Both sexes combined,4.4
Missouri,Uterine corpus / Female,4.4
Missouri,Uterine corpus / Male,n/a
Montana,All cancer types combined / Both sexes combined,157.7
Montana,All cancer types combined / Female,138.2
Montana,All cancer types combined / Male,182.5
Montana,Brain and other nervous system / Both sexes combined,4.8
Montana,Brain and other nervous system / Female,4.2
Montana,Brain and other nervous system / Male,5.3
Montana,Breast / Both sexes combined,20.2 
Montana,Breast / Female,20.2
Montana,Breast / Male,n/a
Montana,Cervix / Both sexes combined,1.6
Montana,Cervix / Female,1.6
Montana,Cervix / Male,n/a
Montana,Colorectum / Both sexes combined,13.5
Montana,Colorectum / Female,11.1
Montana,Colorectum / Male,16.2
Montana,Esophagus / Both sexes combined,4.4
Montana,Esophagus / Female,1.8
Montana,Esophagus / Male,7.3
Montana,Hodgkin lymphoma / Both sexes combined,0.3
Montana,Hodgkin lymphoma / Female,.0001
Montana,Hodgkin lymphoma / Male,0.4
Montana,Kidney and renal pelvis / Both sexes combined,3.3
Montana,Kidney and renal pelvis / Female,1.7
Montana,Kidney and renal pelvis / Male,5.2
Montana,Larynx / Both sexes combined,1
Montana,Larynx / Female,0.3
Montana,Larynx / Male,1.8
Montana,Leukemia / Both sexes combined,6.2
Montana,Leukemia / Female,4.7
Montana,Leukemia / Male,7.8
Montana,Liver and intrahepatic bile duct / Both sexes combined,4.9
Montana,Liver and intrahepatic bile duct / Female,3.2
Montana,Liver and intrahepatic bile duct / Male,6.7
Montana,Lung and bronchus / Both sexes combined,41.2
Montana,Lung and bronchus / Female,37.2
Montana,Lung and bronchus / Male,46.2
Montana,Melanoma of the skin / Both sexes combined,3
Montana,Melanoma of the skin / Female,1.9
Montana,Melanoma of the skin / Male,4.1
Montana,Myeloma / Both sexes combined,3.4
Montana,Myeloma / Female,2.8
Montana,Myeloma / Male,4.1
Montana,Non-Hodgkin lymphoma / Both sexes combined,5.7
Montana,Non-Hodgkin lymphoma / Female,4.1
Montana,Non-Hodgkin lymphoma / Male,7.5
Montana,Oral cavity and pharynx / Both sexes combined,2.3
Montana,Oral cavity and pharynx / Female,1.3
Montana,Oral cavity and pharynx / Male,3.4
Montana,Ovary / Both sexes combined,7.7
Montana,Ovary / Female,7.7
Montana,Ovary / Male,n/a
Montana,Pancreas / Both sexes combined,9.7
Montana,Pancreas / Female,9
Montana,Pancreas / Male,10.5
Montana,Prostate / Both sexes combined,21.4
Montana,Prostate / Female,n/a
Montana,Prostate / Male,21.4
Montana,Stomach / Both sexes combined,2.2
Montana,Stomach / Female,1.8
Montana,Stomach / Male,2.6
Montana,Testis / Both sexes combined,0.4
Montana,Testis / Female,n/a
Montana,Testis / Male,0.4
Montana,Thyroid / Both sexes combined,0.5
Montana,Thyroid / Female,0.3 
Montana,Thyroid / Male,0.7
Montana,Urinary bladder / Both sexes combined,4.8
Montana,Urinary bladder / Female,2.1
Montana,Urinary bladder / Male,8.5
Montana,Uterine corpus / Both sexes combined,4.2
Montana,Uterine corpus / Female,4.2
Montana,Uterine corpus / Male,n/a
Nebraska,All cancer types combined / Both sexes combined,162.9
Nebraska,All cancer types combined / Female,138.3
Nebraska,All cancer types combined / Male,197.1
Nebraska,Brain and other nervous system / Both sexes combined,5.1
Nebraska,Brain and other nervous system / Female,4.1
Nebraska,Brain and other nervous system / Male,6.2
Nebraska,Breast / Both sexes combined,20.1 
Nebraska,Breast / Female,20.1
Nebraska,Breast / Male,n/a
Nebraska,Cervix / Both sexes combined,2.2
Nebraska,Cervix / Female,2.2
Nebraska,Cervix / Male,n/a
Nebraska,Colorectum / Both sexes combined,16.1
Nebraska,Colorectum / Female,14.2
Nebraska,Colorectum / Male,18.5
Nebraska,Esophagus / Both sexes combined,4.6
Nebraska,Esophagus / Female,1.5
Nebraska,Esophagus / Male,8.5
Nebraska,Hodgkin lymphoma / Both sexes combined,0.3
Nebraska,Hodgkin lymphoma / Female,0.2
Nebraska,Hodgkin lymphoma / Male,0.5
Nebraska,Kidney and renal pelvis / Both sexes combined,4.4
Nebraska,Kidney and renal pelvis / Female,2.7
Nebraska,Kidney and renal pelvis / Male,6.4
Nebraska,Larynx / Both sexes combined,1
Nebraska,Larynx / Female,0.3
Nebraska,Larynx / Male,1.9
Nebraska,Leukemia / Both sexes combined,7
Nebraska,Leukemia / Female,5.4
Nebraska,Leukemia / Male,9.2
Nebraska,Liver and intrahepatic bile duct / Both sexes combined,4.8
Nebraska,Liver and intrahepatic bile duct / Female,3
Nebraska,Liver and intrahepatic bile duct / Male,7.1
Nebraska,Lung and bronchus / Both sexes combined,43.1
Nebraska,Lung and bronchus / Female,34.6
Nebraska,Lung and bronchus / Male,54.3
Nebraska,Melanoma of the skin / Both sexes combined,2.9
Nebraska,Melanoma of the skin / Female,2
Nebraska,Melanoma of the skin / Male,4.1
Nebraska,Myeloma / Both sexes combined,3.3
Nebraska,Myeloma / Female,2.5
Nebraska,Myeloma / Male,4.3
Nebraska,Non-Hodgkin lymphoma / Both sexes combined,6.1
Nebraska,Non-Hodgkin lymphoma / Female,5.1
Nebraska,Non-Hodgkin lymphoma / Male,7.2
Nebraska,Oral cavity and pharynx / Both sexes combined,2.3
Nebraska,Oral cavity and pharynx / Female,1.3
Nebraska,Oral cavity and pharynx / Male,3.3
Nebraska,Ovary / Both sexes combined,6.7
Nebraska,Ovary / Female,6.7
Nebraska,Ovary / Male,n/a
Nebraska,Pancreas / Both sexes combined,10.5
Nebraska,Pancreas / Female,8.9
Nebraska,Pancreas / Male,12.5
Nebraska,Prostate / Both sexes combined,20.8
Nebraska,Prostate / Female,n/a
Nebraska,Prostate / Male,20.8
Nebraska,Stomach / Both sexes combined,2
Nebraska,Stomach / Female,1.3
Nebraska,Stomach / Male,2.7
Nebraska,Testis / Both sexes combined,0.2
Nebraska,Testis / Female,n/a
Nebraska,Testis / Male,0.2
Nebraska,Thyroid / Both sexes combined,0.6
Nebraska,Thyroid / Female,0.5
Nebraska,Thyroid / Male,0.7
Nebraska,Urinary bladder / Both sexes combined,4.1
Nebraska,Urinary bladder / Female,2.1
Nebraska,Urinary bladder / Male,6.9
Nebraska,Uterine corpus / Both sexes combined,4.4
Nebraska,Uterine corpus / Female,4.4
Nebraska,Uterine corpus / Male,n/a
Nevada,All cancer types combined / Both sexes combined,167.2
Nevada,All cancer types combined / Female,145.4
Nevada,All cancer types combined / Male,194.1
Nevada,Brain and other nervous system / Both sexes combined,4.2
Nevada,Brain and other nervous system / Female,3.3
Nevada,Brain and other nervous system / Male,5.2
Nevada,Breast / Both sexes combined,22.7 
Nevada,Breast / Female,22.7
Nevada,Breast / Male,n/a
Nevada,Cervix / Both sexes combined,2.2
Nevada,Cervix / Female,2.2
Nevada,Cervix / Male,n/a
Nevada,Colorectum / Both sexes combined,16.8
Nevada,Colorectum / Female,13.8
Nevada,Colorectum / Male,20.2
Nevada,Esophagus / Both sexes combined,4.4
Nevada,Esophagus / Female,1.6
Nevada,Esophagus / Male,7.4
Nevada,Hodgkin lymphoma / Both sexes combined,0.3
Nevada,Hodgkin lymphoma / Female,0.2
Nevada,Hodgkin lymphoma / Male,0.4
Nevada,Kidney and renal pelvis / Both sexes combined,3.5
Nevada,Kidney and renal pelvis / Female,2.4
Nevada,Kidney and renal pelvis / Male,4.8
Nevada,Larynx / Both sexes combined,0.9
Nevada,Larynx / Female,0.3
Nevada,Larynx / Male,1.6
Nevada,Leukemia / Both sexes combined,6.7
Nevada,Leukemia / Female,4.6
Nevada,Leukemia / Male,9.1
Nevada,Liver and intrahepatic bile duct / Both sexes combined,5.7
Nevada,Liver and intrahepatic bile duct / Female,3.8
Nevada,Liver and intrahepatic bile duct / Male,7.7
Nevada,Lung and bronchus / Both sexes combined,46.6
Nevada,Lung and bronchus / Female,41.4
Nevada,Lung and bronchus / Male,52.8
Nevada,Melanoma of the skin / Both sexes combined,2.9
Nevada,Melanoma of the skin / Female,1.7
Nevada,Melanoma of the skin / Male,4.3
Nevada,Myeloma / Both sexes combined,3
Nevada,Myeloma / Female,2.2
Nevada,Myeloma / Male,3.8
Nevada,Non-Hodgkin lymphoma / Both sexes combined,5.3
Nevada,Non-Hodgkin lymphoma / Female,4
Nevada,Non-Hodgkin lymphoma / Male,6.9
Nevada,Oral cavity and pharynx / Both sexes combined,2.5
Nevada,Oral cavity and pharynx / Female,1.4
Nevada,Oral cavity and pharynx / Male,3.6
Nevada,Ovary / Both sexes combined,7.3
Nevada,Ovary / Female,7.3
Nevada,Ovary / Male,n/a
Nevada,Pancreas / Both sexes combined,10.5
Nevada,Pancreas / Female,9
Nevada,Pancreas / Male,12.2
Nevada,Prostate / Both sexes combined,21.1
Nevada,Prostate / Female,n/a
Nevada,Prostate / Male,21.1
Nevada,Stomach / Both sexes combined,2.9
Nevada,Stomach / Female,2.2
Nevada,Stomach / Male,3.8
Nevada,Testis / Both sexes combined,0.2
Nevada,Testis / Female,n/a
Nevada,Testis / Male,0.2
Nevada,Thyroid / Both sexes combined,0.5
Nevada,Thyroid / Female,0.5
Nevada,Thyroid / Male,0.5
Nevada,Urinary bladder / Both sexes combined,5.3
Nevada,Urinary bladder / Female,2.7
Nevada,Urinary bladder / Male,8.6
Nevada,Uterine corpus / Both sexes combined,3.3
Nevada,Uterine corpus / Female,3.3
Nevada,Uterine corpus / Male,n/a
New Hampshire,All cancer types combined / Both sexes combined,166.2
New Hampshire,All cancer types combined / Female,143.4
New Hampshire,All cancer types combined / Male,197.7
New Hampshire,Brain and other nervous system / Both sexes combined,4.8
New Hampshire,Brain and other nervous system / Female,3.6
New Hampshire,Brain and other nervous system / Male,6.1
New Hampshire,Breast / Both sexes combined,20.3 
New Hampshire,Breast / Female,20.3
New Hampshire,Breast / Male,n/a
New Hampshire,Cervix / Both sexes combined,1.4
New Hampshire,Cervix / Female,1.4
New Hampshire,Cervix / Male,n/a
New Hampshire,Colorectum / Both sexes combined,13.7
New Hampshire,Colorectum / Female,13.3
New Hampshire,Colorectum / Male,14
New Hampshire,Esophagus / Both sexes combined,5.2
New Hampshire,Esophagus / Female,1.7
New Hampshire,Esophagus / Male,9.3
New Hampshire,Hodgkin lymphoma / Both sexes combined,0.4
New Hampshire,Hodgkin lymphoma / Female,0.3
New Hampshire,Hodgkin lymphoma / Male,0.6
New Hampshire,Kidney and renal pelvis / Both sexes combined,3.8
New Hampshire,Kidney and renal pelvis / Female,2
New Hampshire,Kidney and renal pelvis / Male,5.9
New Hampshire,Larynx / Both sexes combined,0.9
New Hampshire,Larynx / Female,0.4
New Hampshire,Larynx / Male,1.4
New Hampshire,Leukemia / Both sexes combined,6.6
New Hampshire,Leukemia / Female,4.8
New Hampshire,Leukemia / Male,9.1
New Hampshire,Liver and intrahepatic bile duct / Both sexes combined,5
New Hampshire,Liver and intrahepatic bile duct / Female,2.4
New Hampshire,Liver and intrahepatic bile duct / Male,7.9
New Hampshire,Lung and bronchus / Both sexes combined,46.2
New Hampshire,Lung and bronchus / Female,40.7
New Hampshire,Lung and bronchus / Male,53.9
New Hampshire,Melanoma of the skin / Both sexes combined,2.7
New Hampshire,Melanoma of the skin / Female,1.8
New Hampshire,Melanoma of the skin / Male,4
New Hampshire,Myeloma / Both sexes combined,3
New Hampshire,Myeloma / Female,2.3
New Hampshire,Myeloma / Male,4
New Hampshire,Non-Hodgkin lymphoma / Both sexes combined,5.3
New Hampshire,Non-Hodgkin lymphoma / Female,4.1
New Hampshire,Non-Hodgkin lymphoma / Male,6.8
New Hampshire,Oral cavity and pharynx / Both sexes combined,2.3
New Hampshire,Oral cavity and pharynx / Female,1.2
New Hampshire,Oral cavity and pharynx / Male,3.5
New Hampshire,Ovary / Both sexes combined,7.3
New Hampshire,Ovary / Female,7.3
New Hampshire,Ovary / Male,n/a
New Hampshire,Pancreas / Both sexes combined,11.1
New Hampshire,Pancreas / Female,9.5
New Hampshire,Pancreas / Male,12.9
New Hampshire,Prostate / Both sexes combined,19.9
New Hampshire,Prostate / Female,n/a
New Hampshire,Prostate / Male,19.9
New Hampshire,Stomach / Both sexes combined,2.2
New Hampshire,Stomach / Female,1.4
New Hampshire,Stomach / Male,3.1
New Hampshire,Testis / Both sexes combined,.0001
New Hampshire,Testis / Female,n/a
New Hampshire,Testis / Male,.0001
New Hampshire,Thyroid / Both sexes combined,0.3
New Hampshire,Thyroid / Female,0.3
New Hampshire,Thyroid / Male,0.4
New Hampshire,Urinary bladder / Both sexes combined,4.9
New Hampshire,Urinary bladder / Female,2.1
New Hampshire,Urinary bladder / Male,8.8
New Hampshire,Uterine corpus / Both sexes combined,4.7
New Hampshire,Uterine corpus / Female,4.7
New Hampshire,Uterine corpus / Male,n/a
New Jersey,All cancer types combined / Both sexes combined,161.2
New Jersey,All cancer types combined / Female,141.6
New Jersey,All cancer types combined / Male,191.3
New Jersey,Brain and other nervous system / Both sexes combined,3.9
New Jersey,Brain and other nervous system / Female,3.1
New Jersey,Brain and other nervous system / Male,4.9
New Jersey,Breast / Both sexes combined,22.9 
New Jersey,Breast / Female,22.9
New Jersey,Breast / Male,n/a
New Jersey,Cervix / Both sexes combined,2.2
New Jersey,Cervix / Female,2.2
New Jersey,Cervix / Male,n/a
New Jersey,Colorectum / Both sexes combined,15.1
New Jersey,Colorectum / Female,12.8
New Jersey,Colorectum / Male,18.2
New Jersey,Esophagus / Both sexes combined,3.9
New Jersey,Esophagus / Female,1.5
New Jersey,Esophagus / Male,7
New Jersey,Hodgkin lymphoma / Both sexes combined,0.3
New Jersey,Hodgkin lymphoma / Female,0.2
New Jersey,Hodgkin lymphoma / Male,0.4
New Jersey,Kidney and renal pelvis / Both sexes combined,3.3
New Jersey,Kidney and renal pelvis / Female,2
New Jersey,Kidney and renal pelvis / Male,4.9
New Jersey,Larynx / Both sexes combined,1.1
New Jersey,Larynx / Female,0.5
New Jersey,Larynx / Male,1.9
New Jersey,Leukemia / Both sexes combined,6.5
New Jersey,Leukemia / Female,4.9
New Jersey,Leukemia / Male,8.6
New Jersey,Liver and intrahepatic bile duct / Both sexes combined,5.8
New Jersey,Liver and intrahepatic bile duct / Female,3.4
New Jersey,Liver and intrahepatic bile duct / Male,8.7
New Jersey,Lung and bronchus / Both sexes combined,39.8
New Jersey,Lung and bronchus / Female,33.7
New Jersey,Lung and bronchus / Male,48.4
New Jersey,Melanoma of the skin / Both sexes combined,2.4
New Jersey,Melanoma of the skin / Female,1.5
New Jersey,Melanoma of the skin / Male,3.6
New Jersey,Myeloma / Both sexes combined,3.1
New Jersey,Myeloma / Female,2.5
New Jersey,Myeloma / Male,4
New Jersey,Non-Hodgkin lymphoma / Both sexes combined,5.5
New Jersey,Non-Hodgkin lymphoma / Female,4.4
New Jersey,Non-Hodgkin lymphoma / Male,7.3
New Jersey,Oral cavity and pharynx / Both sexes combined,2
New Jersey,Oral cavity and pharynx / Female,1.1
New Jersey,Oral cavity and pharynx / Male,3.2
New Jersey,Ovary / Both sexes combined,7.6
New Jersey,Ovary / Female,7.6
New Jersey,Ovary / Male,n/a
New Jersey,Pancreas / Both sexes combined,11.5
New Jersey,Pancreas / Female,10.2
New Jersey,Pancreas / Male,13.2
New Jersey,Prostate / Both sexes combined,19.4
New Jersey,Prostate / Female,n/a
New Jersey,Prostate / Male,19.4
New Jersey,Stomach / Both sexes combined,3.5
New Jersey,Stomach / Female,2.5
New Jersey,Stomach / Male,4.9
New Jersey,Testis / Both sexes combined,0.3
New Jersey,Testis / Female,n/a
New Jersey,Testis / Male,0.3
New Jersey,Thyroid / Both sexes combined,0.5
New Jersey,Thyroid / Female,0.5
New Jersey,Thyroid / Male,0.5
New Jersey,Urinary bladder / Both sexes combined,4.8
New Jersey,Urinary bladder / Female,2.5
New Jersey,Urinary bladder / Male,8.4
New Jersey,Uterine corpus / Both sexes combined,5.7
New Jersey,Uterine corpus / Female,5.7
New Jersey,Uterine corpus / Male,n/a
New Mexico,All cancer types combined / Both sexes combined,146.5
New Mexico,All cancer types combined / Female,123.8
New Mexico,All cancer types combined / Male,176.2
New Mexico,Brain and other nervous system / Both sexes combined,3.6
New Mexico,Brain and other nervous system / Female,3
New Mexico,Brain and other nervous system / Male,4.3
New Mexico,Breast / Both sexes combined,19.3 
New Mexico,Breast / Female,19.3
New Mexico,Breast / Male,n/a
New Mexico,Cervix / Both sexes combined,1.9
New Mexico,Cervix / Female,1.9
New Mexico,Cervix / Male,n/a
New Mexico,Colorectum / Both sexes combined,14
New Mexico,Colorectum / Female,11.3
New Mexico,Colorectum / Male,17.3
New Mexico,Esophagus / Both sexes combined,3.4
New Mexico,Esophagus / Female,1.2
New Mexico,Esophagus / Male,6.1
New Mexico,Hodgkin lymphoma / Both sexes combined,0.3
New Mexico,Hodgkin lymphoma / Female,0.2
New Mexico,Hodgkin lymphoma / Male,0.5
New Mexico,Kidney and renal pelvis / Both sexes combined,4.3
New Mexico,Kidney and renal pelvis / Female,3
New Mexico,Kidney and renal pelvis / Male,5.8
New Mexico,Larynx / Both sexes combined,0.9
New Mexico,Larynx / Female,0.3
New Mexico,Larynx / Male,1.6
New Mexico,Leukemia / Both sexes combined,6
New Mexico,Leukemia / Female,4.4
New Mexico,Leukemia / Male,7.9
New Mexico,Liver and intrahepatic bile duct / Both sexes combined,7.1
New Mexico,Liver and intrahepatic bile duct / Female,4.2
New Mexico,Liver and intrahepatic bile duct / Male,10.3
New Mexico,Lung and bronchus / Both sexes combined,31.5
New Mexico,Lung and bronchus / Female,26.4
New Mexico,Lung and bronchus / Male,38.1
New Mexico,Melanoma of the skin / Both sexes combined,2.5
New Mexico,Melanoma of the skin / Female,1.6
New Mexico,Melanoma of the skin / Male,3.6
New Mexico,Myeloma / Both sexes combined,2.9
New Mexico,Myeloma / Female,2.3
New Mexico,Myeloma / Male,3.7
New Mexico,Non-Hodgkin lymphoma / Both sexes combined,5
New Mexico,Non-Hodgkin lymphoma / Female,4.1
New Mexico,Non-Hodgkin lymphoma / Male,6
New Mexico,Oral cavity and pharynx / Both sexes combined,2.3
New Mexico,Oral cavity and pharynx / Female,1.3
New Mexico,Oral cavity and pharynx / Male,3.5
New Mexico,Ovary / Both sexes combined,7.7
New Mexico,Ovary / Female,7.7
New Mexico,Ovary / Male,n/a
New Mexico,Pancreas / Both sexes combined,9.4
New Mexico,Pancreas / Female,8.1
New Mexico,Pancreas / Male,10.9
New Mexico,Prostate / Both sexes combined,20.7
New Mexico,Prostate / Female,n/a
New Mexico,Prostate / Male,20.7
New Mexico,Stomach / Both sexes combined,3.8
New Mexico,Stomach / Female,2.9
New Mexico,Stomach / Male,4.9
New Mexico,Testis / Both sexes combined,0.3
New Mexico,Testis / Female,n/a
New Mexico,Testis / Male,0.3
New Mexico,Thyroid / Both sexes combined,0.5
New Mexico,Thyroid / Female,0.6
New Mexico,Thyroid / Male,0.5
New Mexico,Urinary bladder / Both sexes combined,4
New Mexico,Urinary bladder / Female,1.9
New Mexico,Urinary bladder / Male,6.8
New Mexico,Uterine corpus / Both sexes combined,3.5
New Mexico,Uterine corpus / Female,3.5
New Mexico,Uterine corpus / Male,n/a
New York,All cancer types combined / Both sexes combined,157.6
New York,All cancer types combined / Female,138
New York,All cancer types combined / Male,187.1
New York,Brain and other nervous system / Both sexes combined,3.8
New York,Brain and other nervous system / Female,3.2
New York,Brain and other nervous system / Male,4.6
New York,Breast / Both sexes combined,20.6 
New York,Breast / Female,20.6
New York,Breast / Male,n/a
New York,Cervix / Both sexes combined,2.4
New York,Cervix / Female,2.4
New York,Cervix / Male,n/a
New York,Colorectum / Both sexes combined,14.2
New York,Colorectum / Female,12.1
New York,Colorectum / Male,16.9
New York,Esophagus / Both sexes combined,3.9
New York,Esophagus / Female,1.6
New York,Esophagus / Male,6.9
New York,Hodgkin lymphoma / Both sexes combined,0.3
New York,Hodgkin lymphoma / Female,0.3
New York,Hodgkin lymphoma / Male,0.4
New York,Kidney and renal pelvis / Both sexes combined,3.1
New York,Kidney and renal pelvis / Female,2
New York,Kidney and renal pelvis / Male,4.7
New York,Larynx / Both sexes combined,1.1
New York,Larynx / Female,0.4
New York,Larynx / Male,2
New York,Leukemia / Both sexes combined,6.4
New York,Leukemia / Female,4.8
New York,Leukemia / Male,8.7
New York,Liver and intrahepatic bile duct / Both sexes combined,6.1
New York,Liver and intrahepatic bile duct / Female,3.6
New York,Liver and intrahepatic bile duct / Male,9.1
New York,Lung and bronchus / Both sexes combined,40.1
New York,Lung and bronchus / Female,33.8
New York,Lung and bronchus / Male,49
New York,Melanoma of the skin / Both sexes combined,2.2
New York,Melanoma of the skin / Female,1.4
New York,Melanoma of the skin / Male,3.2
New York,Myeloma / Both sexes combined,3.1
New York,Myeloma / Female,2.6
New York,Myeloma / Male,3.8
New York,Non-Hodgkin lymphoma / Both sexes combined,5.6
New York,Non-Hodgkin lymphoma / Female,4.4
New York,Non-Hodgkin lymphoma / Male,7.3
New York,Oral cavity and pharynx / Both sexes combined,2.1
New York,Oral cavity and pharynx / Female,1.2
New York,Oral cavity and pharynx / Male,3.3
New York,Ovary / Both sexes combined,7.5
New York,Ovary / Female,7.5
New York,Ovary / Male,n/a
New York,Pancreas / Both sexes combined,11.3
New York,Pancreas / Female,9.9
New York,Pancreas / Male,13
New York,Prostate / Both sexes combined,19.5
New York,Prostate / Female,n/a
New York,Prostate / Male,19.5
New York,Stomach / Both sexes combined,3.8
New York,Stomach / Female,2.8
New York,Stomach / Male,5.3
New York,Testis / Both sexes combined,0.2
New York,Testis / Female,n/a
New York,Testis / Male,0.2
New York,Thyroid / Both sexes combined,0.5
New York,Thyroid / Female,0.5
New York,Thyroid / Male,0.5
New York,Urinary bladder / Both sexes combined,4.4
New York,Urinary bladder / Female,2.3
New York,Urinary bladder / Male,7.7
New York,Uterine corpus / Both sexes combined,5.6
New York,Uterine corpus / Female,5.6
New York,Uterine corpus / Male,n/a
North Carolina,All cancer types combined / Both sexes combined,172
North Carolina,All cancer types combined / Female,142.1
North Carolina,All cancer types combined / Male,215.1
North Carolina,Brain and other nervous system / Both sexes combined,4.5
North Carolina,Brain and other nervous system / Female,3.6
North Carolina,Brain and other nervous system / Male,5.5
North Carolina,Breast / Both sexes combined,21.6
North Carolina,Breast / Female,21.6
North Carolina,Breast / Male,n/a
North Carolina,Cervix / Both sexes combined,2.1
North Carolina,Cervix / Female,2.1
North Carolina,Cervix / Male,n/a
North Carolina,Colorectum / Both sexes combined,14.1
North Carolina,Colorectum / Female,11.6
North Carolina,Colorectum / Male,17.3
North Carolina,Esophagus / Both sexes combined,3.8
North Carolina,Esophagus / Female,1.4
North Carolina,Esophagus / Male,7
North Carolina,Hodgkin lymphoma / Both sexes combined,0.3
North Carolina,Hodgkin lymphoma / Female,0.2
North Carolina,Hodgkin lymphoma / Male,0.4
North Carolina,Kidney and renal pelvis / Both sexes combined,3.9
North Carolina,Kidney and renal pelvis / Female,2.3
North Carolina,Kidney and renal pelvis / Male,6
North Carolina,Larynx / Both sexes combined,1.1
North Carolina,Larynx / Female,0.5
North Carolina,Larynx / Male,2
North Carolina,Leukemia / Both sexes combined,6.6
North Carolina,Leukemia / Female,5
North Carolina,Leukemia / Male,8.9
North Carolina,Liver and intrahepatic bile duct / Both sexes combined,6
North Carolina,Liver and intrahepatic bile duct / Female,3.3
North Carolina,Liver and intrahepatic bile duct / Male,9.2
North Carolina,Lung and bronchus / Both sexes combined,50.7
North Carolina,Lung and bronchus / Female,37.9
North Carolina,Lung and bronchus / Male,67.9
North Carolina,Melanoma of the skin / Both sexes combined,2.8
North Carolina,Melanoma of the skin / Female,1.7
North Carolina,Melanoma of the skin / Male,4.3
North Carolina,Myeloma / Both sexes combined,3.7
North Carolina,Myeloma / Female,3.2
North Carolina,Myeloma / Male,4.5
North Carolina,Non-Hodgkin lymphoma / Both sexes combined,5.7
North Carolina,Non-Hodgkin lymphoma / Female,4.5
North Carolina,Non-Hodgkin lymphoma / Male,7.4
North Carolina,Oral cavity and pharynx / Both sexes combined,2.6
North Carolina,Oral cavity and pharynx / Female,1.4
North Carolina,Oral cavity and pharynx / Male,4.1
North Carolina,Ovary / Both sexes combined,7.2
North Carolina,Ovary / Female,7.2
North Carolina,Ovary / Male,n/a
North Carolina,Pancreas / Both sexes combined,10.7
North Carolina,Pancreas / Female,9.2
North Carolina,Pancreas / Male,12.6
North Carolina,Prostate / Both sexes combined,21.6
North Carolina,Prostate / Female,n/a
North Carolina,Prostate / Male,21.6
North Carolina,Stomach / Both sexes combined,3
North Carolina,Stomach / Female,2.3
North Carolina,Stomach / Male,4
North Carolina,Testis / Both sexes combined,0.2
North Carolina,Testis / Female,n/a
North Carolina,Testis / Male,0.2
North Carolina,Thyroid / Both sexes combined,0.5
North Carolina,Thyroid / Female,0.5
North Carolina,Thyroid / Male,0.6
North Carolina,Urinary bladder / Both sexes combined,4.3
North Carolina,Urinary bladder / Female,2.2
North Carolina,Urinary bladder / Male,7.6
North Carolina,Uterine corpus / Both sexes combined,4.5
North Carolina,Uterine corpus / Female,4.5
North Carolina,Uterine corpus / Male,n/a
North Dakota,All cancer types combined / Both sexes combined,153.9
North Dakota,All cancer types combined / Female,128
North Dakota,All cancer types combined / Male,189.6
North Dakota,Brain and other nervous system / Both sexes combined,4.3
North Dakota,Brain and other nervous system / Female,3.3
North Dakota,Brain and other nervous system / Male,5.4
North Dakota,Breast / Both sexes combined,17.8 
North Dakota,Breast / Female,17.8
North Dakota,Breast / Male,n/a
North Dakota,Cervix / Both sexes combined,1.2
North Dakota,Cervix / Female,1.2
North Dakota,Cervix / Male,n/a
North Dakota,Colorectum / Both sexes combined,15.3
North Dakota,Colorectum / Female,13.1
North Dakota,Colorectum / Male,17.9
North Dakota,Esophagus / Both sexes combined,4.1
North Dakota,Esophagus / Female,1.4
North Dakota,Esophagus / Male,7.2
North Dakota,Hodgkin lymphoma / Both sexes combined,.0001
North Dakota,Hodgkin lymphoma / Female,.0001
North Dakota,Hodgkin lymphoma / Male,.0001
North Dakota,Kidney and renal pelvis / Both sexes combined,4.1
North Dakota,Kidney and renal pelvis / Female,2.8
North Dakota,Kidney and renal pelvis / Male,5.7
North Dakota,Larynx / Both sexes combined,1
North Dakota,Larynx / Female,0.4
North Dakota,Larynx / Male,1.8
North Dakota,Leukemia / Both sexes combined,6.6
North Dakota,Leukemia / Female,4.7
North Dakota,Leukemia / Male,9
North Dakota,Liver and intrahepatic bile duct / Both sexes combined,3.8
North Dakota,Liver and intrahepatic bile duct / Female,2.2
North Dakota,Liver and intrahepatic bile duct / Male,5.5
North Dakota,Lung and bronchus / Both sexes combined,40.2
North Dakota,Lung and bronchus / Female,31.4
North Dakota,Lung and bronchus / Male,52
North Dakota,Melanoma of the skin / Both sexes combined,2.3
North Dakota,Melanoma of the skin / Female,1.5
North Dakota,Melanoma of the skin / Male,3.2
North Dakota,Myeloma / Both sexes combined,3.5
North Dakota,Myeloma / Female,2.6
North Dakota,Myeloma / Male,4.8
North Dakota,Non-Hodgkin lymphoma / Both sexes combined,5.6
North Dakota,Non-Hodgkin lymphoma / Female,4.5
North Dakota,Non-Hodgkin lymphoma / Male,6.9
North Dakota,Oral cavity and pharynx / Both sexes combined,2.1
North Dakota,Oral cavity and pharynx / Female,1.4
North Dakota,Oral cavity and pharynx / Male,2.9
North Dakota,Ovary / Both sexes combined,5.3
